Index,Height(Inches),,Weight(Pounds),,,,
13416,72.72333,184.7172582,135.6775,,,,
13417,71.27092,181.0281368,149.2486,,,,
13418,70.04237,177.9076198,120.8985,,,,
13419,67.30938,170.9658252,125.4023,,,,
13420,70.92362,180.1459948,142.0399,,,,
13421,70.86617,180.0000718,136.8164,,,,
13422,71.16906,180.7694124,125.1008,,,,
13423,71.27803,181.0461962,126.8942,,,,
13424,69.02346,175.3195884,134.2947,,,,
13425,70.32898,178.6356092,142.0952,,,,
13426,64.65613,164.2265702,110.0386,,,,
13427,68.30144,173.4856576,116.1683,,,,
13428,68.02501,172.7835254,129.2719,,,,
13429,69.54645,176.647983,135.4922,,,,
13430,69.66515,176.949481,120.5153,,,,
13431,66.61978,169.2142412,120.8916,,,,
13432,70.70351,179.5869154,144.7056,,,,
13433,66.84578,169.7882812,123.4342,,,,
13434,66.91022,169.9519588,104.7945,,,,
13435,70.46769,178.9879326,117.2765,,,,
13436,67.7792,172.159168,125.5647,,,,
13437,65.6698,166.801292,107.2109,,,,
13438,66.92797,169.9970438,132.8552,,,,
13439,66.83788,169.7682152,142.0706,,,,
13440,66.2109,168.175686,125.9366,,,,
13441,71.51674,181.6525196,137.7854,,,,
13442,69.25899,175.9178346,127.4162,,,,
13443,66.38182,168.6098228,128.5337,,,,
13444,67.98866,172.6911964,103.9803,,,,
13445,69.10657,175.5306878,121.7137,,,,
13446,66.93244,170.0083976,128.6671,,,,
13447,68.78738,174.7199452,111.3942,,,,
13448,71.69889,182.1151806,127.9976,,,,
13449,71.58625,181.829075,155.8226,,,,
13450,70.22459,178.3704586,123.7852,,,,
13451,67.80333,172.2204582,129.0836,,,,
13452,66.99804,170.1750216,141.1636,,,,
13453,66.69938,169.4164252,126.4284,,,,
13454,67.81842,172.2587868,107.4346,,,,
13455,65.52188,166.4255752,102.8837,,,,
13456,66.26517,168.3135318,112.6468,,,,
13457,66.61056,169.1908224,132.1592,,,,
13458,69.2276,175.838104,135.7117,,,,
13459,69.76883,177.2128282,131.289,,,,
13460,67.25415,170.825541,126.2261,,,,
13461,71.94325,182.735855,146.1599,,,,
13462,70.42889,178.8893806,131.4166,,,,
13463,69.14838,175.6368852,135.2424,,,,
13464,66.35698,168.5467292,117.5543,,,,
13465,67.72308,172.0166232,120.2195,,,,
13466,69.32816,176.0935264,144.6047,,,,
13467,67.18685,170.654599,119.0143,,,,
13468,64.98016,165.0496064,128.0163,,,,
13469,69.50141,176.5335814,131.0541,,,,
13470,66.21749,168.1924246,117.7252,,,,
13471,66.87048,169.8510192,146.4228,,,,
13472,67.26667,170.8573418,110.8618,,,,
13473,68.84698,174.8713292,118.8636,,,,
13474,69.64577,176.9002558,137.3837,,,,
13475,68.42511,173.7997794,127.5529,,,,
13476,66.12824,167.9657296,130.6234,,,,
13477,66.50649,168.9264846,118.7096,,,,
13478,68.22237,173.2848198,117.7128,,,,
13479,70.89547,180.0744938,132.2301,,,,
13480,66.49191,168.8894514,129.8035,,,,
13481,65.92614,167.4523956,110.2858,,,,
13482,70.60162,179.3281148,133.4747,,,,
13483,69.90771,177.5655834,125.1461,,,,
13484,68.17237,173.1578198,135.0448,,,,
13485,67.93822,172.5630788,114.7389,,,,
13486,67.26702,170.8582308,127.2478,,,,
13487,70.93422,180.1729188,134.1138,,,,
13488,65.43279,166.1992866,132.7763,,,,
13489,68.50404,174.0002616,136.0545,,,,
13490,65.32412,165.9232648,124.1597,,,,
13491,67.15877,170.5832758,124.869,,,,
13492,64.08903,162.7861362,104.5371,,,,
13493,64.87852,164.7914408,119.364,,,,
13494,68.06382,172.8821028,112.3071,,,,
13495,67.85512,172.3520048,138.274,,,,
13496,68.69451,174.4840554,136.9217,,,,
13497,71.83913,182.4713902,138.6279,,,,
13498,72.68296,184.6147184,134.195,,,,
13499,72.97709,185.3618086,129.5139,,,,
13500,68.69342,174.4812868,111.9045,,,,
13501,68.68038,174.4481652,125.2037,,,,
13502,70.61549,179.3633446,135.1449,,,,
13503,68.58312,174.2011248,133.3172,,,,
13504,67.87132,172.3931528,122.0944,,,,
13505,67.36301,171.1020454,133.484,,,,
13506,70.012,177.83048,125.7454,,,,
13507,71.00838,180.3612852,140.3572,,,,
13508,69.54254,176.6380516,153.5616,,,,
13509,67.29908,170.9396632,126.9459,,,,
13510,68.91619,175.0471226,133.2555,,,,
13511,66.98198,170.1342292,110.6282,,,,
13512,67.52527,171.5141858,131.6131,,,,
13513,68.68913,174.4703902,153.1047,,,,
13514,68.0705,172.89907,145.1079,,,,
13515,65.34667,165.9805418,106.6298,,,,
13516,68.27458,173.4174332,129.4259,,,,
13517,68.43948,173.8362792,138.6668,,,,
13518,68.63517,174.3333318,125.4484,,,,
13519,65.9169,167.428926,115.5298,,,,
13520,68.75507,174.6378778,121.4015,,,,
13521,67.50336,171.4585344,121.0915,,,,
13522,67.35686,171.0864244,119.5916,,,,
13523,68.74911,174.6227394,123.4175,,,,
13524,65.82688,167.2002752,125.1802,,,,
13525,63.66383,161.7061282,100.9581,,,,
13526,66.73418,169.5048172,123.5122,,,,
13527,68.7669,174.667926,121.9292,,,,
13528,63.50262,161.2966548,115.3714,,,,
13529,67.76649,172.1268846,125.1451,,,,
13530,68.57622,174.1835988,123.7199,,,,
13531,69.26441,175.9316014,135.5441,,,,
13532,69.68345,176.995963,122.2247,,,,
13533,68.79655,174.743237,124.5403,,,,
13534,71.45548,181.4969192,149.4462,,,,
13535,67.08221,170.3888134,107.519,,,,
13536,66.30983,168.4269682,107.8446,,,,
13537,67.05289,170.3143406,130.3873,,,,
13538,66.69178,169.3971212,112.7728,,,,
13539,67.73043,172.0352922,122.5769,,,,
13540,68.00003,172.7200762,137.312,,,,
13541,66.63813,169.2608502,102.5589,,,,
13542,65.65274,166.7579596,108.267,,,,
13543,69.22019,175.8192826,113.4516,,,,
13544,64.23796,163.1644184,127.21,,,,
13545,67.5943,171.689522,133.0013,,,,
13546,70.42984,178.8917936,136.3197,,,,
13547,67.11274,170.4663596,128.19,,,,
13548,67.98772,172.6888088,113.4182,,,,
13549,69.89944,177.5445776,143.3529,,,,
13550,67.47588,171.3887352,118.6167,,,,
13551,70.73882,179.6766028,133.249,,,,
13552,67.09517,170.4217318,127.4636,,,,
13553,64.63916,164.1834664,124.0617,,,,
13554,65.95318,167.5210772,114.1656,,,,
13555,70.34111,178.6664194,131.5517,,,,
13556,65.08001,165.3032254,117.1925,,,,
13557,67.01532,170.2189128,127.5686,,,,
13558,67.44816,171.3183264,140.1632,,,,
13559,64.62936,164.1585744,114.2821,,,,
13560,67.18612,170.6527448,128.9279,,,,
13561,69.1269,175.582326,125.3568,,,,
13562,67.48529,171.4126366,111.7304,,,,
13563,68.60783,174.2638882,133.3954,,,,
13564,66.35991,168.5541714,111.3237,,,,
13565,67.23519,170.7773826,123.6025,,,,
13566,68.10568,172.9884272,124.4485,,,,
13567,64.73949,164.4383046,138.3973,,,,
13568,68.29833,173.4777582,127.7477,,,,
13569,69.22544,175.8326176,131.9046,,,,
13570,68.59662,174.2354148,142.6983,,,,
13571,66.28389,168.3610806,120.2258,,,,
13572,66.43058,168.7336732,112.2964,,,,
13573,64.0014,162.563556,116.3801,,,,
13574,67.44234,171.3035436,152.4923,,,,
13575,65.15728,165.4994912,102.1984,,,,
13576,65.33919,165.9615426,112.9692,,,,
13577,65.70654,166.8946116,130.7918,,,,
13578,64.35914,163.4722156,112.2244,,,,
13579,65.57652,166.5643608,126.7799,,,,
13580,71.05843,180.4884122,136.3315,,,,
13581,67.23561,170.7784494,122.0408,,,,
13582,65.16695,165.524053,110.5248,,,,
13583,69.84415,177.404141,152.3574,,,,
13584,66.61845,169.210863,124.8794,,,,
13585,67.50831,171.4711074,150.5015,,,,
13586,66.40242,168.6621468,124.3254,,,,
13587,69.02896,175.3335584,123.8979,,,,
13588,69.10557,175.5281478,149.6609,,,,
13589,68.44275,173.844585,126.72,,,,
13590,68.64999,174.3709746,139.3151,,,,
13591,72.40603,183.9113162,131.9203,,,,
13592,67.91361,172.5005694,132.3644,,,,
13593,66.90988,169.9510952,116.3878,,,,
13594,66.08598,167.8583892,134.0194,,,,
13595,67.66889,171.8789806,121.2939,,,,
13596,68.76862,174.6722948,131.9744,,,,
13597,66.98014,170.1295556,117.2521,,,,
13598,68.74833,174.6207582,125.9501,,,,
13599,70.79517,179.8197318,133.642,,,,
13600,64.31269,163.3542326,110.4079,,,,
13601,68.92165,175.060991,120.3599,,,,
13602,67.70132,171.9613528,137.2192,,,,
13603,71.41874,181.4035996,139.3438,,,,
13604,72.51415,184.185941,114.3909,,,,
13605,68.8114,174.780956,127.7579,,,,
13606,67.13979,170.5350666,109.7144,,,,
13607,66.74072,169.5214288,130.6229,,,,
13608,69.70146,177.0417084,156.5445,,,,
13609,72.75144,184.7886576,157.7481,,,,
13610,67.66406,171.8667124,139.4558,,,,
13611,68.27904,173.4287616,144.4879,,,,
13612,69.24852,175.8912408,136.1629,,,,
13613,70.34305,178.671347,138.67,,,,
13614,72.09527,183.1219858,135.252,,,,
13615,67.11737,170.4781198,127.7587,,,,
13616,71.75284,182.2522136,138.0633,,,,
13617,66.32216,168.4582864,123.6735,,,,
13618,68.59531,174.2320874,128.7746,,,,
13619,67.84571,172.3281034,129.0955,,,,
13620,69.33815,176.118901,118.5346,,,,
13621,66.37336,168.5883344,122.3126,,,,
13622,66.26652,168.3169608,110.3988,,,,
13623,64.87171,164.7741434,132.5079,,,,
13624,67.92885,172.539279,109.6037,,,,
13625,70.33507,178.6510778,153.9626,,,,
13626,66.34491,168.5160714,120.7221,,,,
13627,68.64508,174.3585032,137.0787,,,,
13628,67.34987,171.0686698,120.2499,,,,
13629,69.2373,175.862742,132.8112,,,,
13630,69.88961,177.5196094,131.3,,,,
13631,65.71516,166.9165064,125.3647,,,,
13632,69.20236,175.7739944,137.538,,,,
13633,72.83266,184.9949564,143.9874,,,,
13634,63.90262,162.3126548,122.0885,,,,
13635,65.38753,166.0843262,125.0461,,,,
13636,65.11627,165.3953258,123.6793,,,,
13637,68.0761,172.913294,125.6445,,,,
13638,70.38111,178.7680194,143.9183,,,,
13639,68.29328,173.4649312,125.3891,,,,
13640,66.17228,168.0775912,121.1097,,,,
13641,69.01299,175.2929946,126.3802,,,,
13642,64.39616,163.5662464,118.3443,,,,
13643,69.66799,176.9566946,137.5244,,,,
13644,70.11684,178.0967736,148.1291,,,,
13645,70.67615,179.517421,138.4174,,,,
13646,71.67171,182.0461434,154.5974,,,,
13647,70.98541,180.3029414,132.011,,,,
13648,68.69251,174.4789754,120.464,,,,
13649,66.13051,167.9714954,130.6484,,,,
13650,72.18172,183.3415688,145.7772,,,,
13651,64.49398,163.8147092,120.2569,,,,
13652,71.09941,180.5925014,120.904,,,,
13653,68.20045,173.229143,130.0656,,,,
13654,66.33023,168.4787842,113.2041,,,,
13655,67.04367,170.2909218,138.0165,,,,
13656,68.30547,173.4958938,127.9004,,,,
13657,69.18392,175.7271568,125.2414,,,,
13658,68.03723,172.8145642,135.8445,,,,
13659,66.57552,169.1018208,133.4506,,,,
13660,67.96196,172.6233784,126.5701,,,,
13661,70.04325,177.909855,131.8625,,,,
13662,66.82989,169.7479206,136.6633,,,,
13663,66.06785,167.812339,119.3338,,,,
13664,66.73451,169.5056554,114.521,,,,
13665,68.59738,174.2373452,131.6491,,,,
13666,67.93096,172.5446384,118.3885,,,,
13667,68.29048,173.4578192,140.8166,,,,
13668,65.61713,166.6675102,136.7163,,,,
13669,68.83511,174.8411794,133.5565,,,,
13670,68.41749,173.7804246,121.6358,,,,
13671,68.29963,173.4810602,125.9208,,,,
13672,67.07739,170.3765706,120.9513,,,,
13673,65.28695,165.828853,127.0931,,,,
13674,69.56663,176.6992402,132.7942,,,,
13675,69.96385,177.708179,139.112,,,,
13676,71.49172,181.5889688,156.6047,,,,
13677,72.06918,183.0557172,130.0836,,,,
13678,68.32088,173.5350352,136.4392,,,,
13679,69.41193,176.3063022,124.4338,,,,
13680,69.30554,176.0360716,141.7445,,,,
13681,70.28825,178.532155,149.8366,,,,
13682,74.74047,189.8407938,155.5462,,,,
13683,67.89908,172.4636632,128.0993,,,,
13684,63.31957,160.8317078,124.2271,,,,
13685,68.88209,174.9605086,117.1974,,,,
13686,66.09881,167.8909774,117.9989,,,,
13687,68.39956,173.7348824,135.4289,,,,
13688,65.81467,167.1692618,119.0041,,,,
13689,66.51669,168.9523926,123.0958,,,,
13690,66.68897,169.3899838,128.9492,,,,
13691,68.85866,174.9009964,122.1515,,,,
13692,65.28602,165.8264908,117.6903,,,,
13693,67.45382,171.3327028,121.8754,,,,
13694,65.72572,166.9433288,104.7868,,,,
13695,69.1809,175.719486,138.1944,,,,
13696,67.19123,170.6657242,119.7814,,,,
13697,67.95791,172.6130914,115.3964,,,,
13698,69.90153,177.5498862,133.6208,,,,
13699,69.36667,176.1913418,120.1496,,,,
13700,68.2609,173.382686,123.5765,,,,
13701,67.73458,172.0458332,123.3573,,,,
13702,67.99545,172.708443,124.5313,,,,
13703,67.02058,170.2322732,120.1386,,,,
13704,68.0984,172.969936,118.3992,,,,
13705,69.07483,175.4500682,136.2293,,,,
13706,68.55788,174.1370152,150.1478,,,,
13707,67.88128,172.4184512,91.79628,,,,
13708,64.57218,164.0133372,117.3649,,,,
13709,65.66127,166.7796258,111.9679,,,,
13710,67.40301,171.2036454,122.1909,,,,
13711,67.55072,171.5788288,136.2613,,,,
13712,66.3712,168.582848,110.5685,,,,
13713,69.03177,175.3406958,140.8798,,,,
13714,69.56693,176.7000022,139.21,,,,
13715,67.997,172.71238,142.6499,,,,
13716,67.77191,172.1406514,116.9825,,,,
13717,70.25823,178.4559042,146.4642,,,,
13718,67.55181,171.5815974,129.5468,,,,
13719,68.46142,173.8920068,123.4447,,,,
13720,66.27821,168.3466534,118.7967,,,,
13721,67.16134,170.5898036,128.4656,,,,
13722,70.74503,179.6923762,127.2149,,,,
13723,64.41245,163.607623,130.2909,,,,
13724,69.93806,177.6426724,135.9627,,,,
13725,66.89486,169.9129444,141.925,,,,
13726,69.35583,176.1638082,129.5942,,,,
13727,70.31031,178.5881874,115.0746,,,,
13728,65.16672,165.5234688,108.6499,,,,
13729,66.13636,167.9863544,116.5107,,,,
13730,69.9459,177.662586,118.4187,,,,
13731,65.77942,167.0797268,130.5573,,,,
13732,65.37242,166.0459468,123.4043,,,,
13733,67.52532,171.5143128,112.6009,,,,
13734,65.66027,166.7770858,130.1065,,,,
13735,68.08438,172.9343252,125.6412,,,,
13736,70.20405,178.318287,141.2656,,,,
13737,68.09138,172.9521052,126.8049,,,,
13738,69.8622,177.449988,130.7656,,,,
13739,71.2364,180.940456,165.4348,,,,
13740,67.73715,172.052361,118.1487,,,,
13741,68.97119,175.1868226,139.1271,,,,
13742,65.20052,165.6093208,116.3499,,,,
13743,68.44766,173.8570564,143.052,,,,
13744,69.85374,177.4284996,123.8261,,,,
13745,68.53738,174.0849452,133.8745,,,,
13746,67.83017,172.2886318,131.8549,,,,
13747,66.23251,168.2305754,127.9094,,,,
13748,65.89304,167.3683216,115.487,,,,
13749,65.6772,166.820088,121.1499,,,,
13750,66.76883,169.5928282,136.4819,,,,
13751,69.74836,177.1608344,122.1892,,,,
13752,66.02269,167.6976326,110.8825,,,,
13753,67.8839,172.425106,142.7609,,,,
13754,67.9508,172.595032,132.0453,,,,
13755,68.08386,172.9330044,129.7618,,,,
13756,67.34271,171.0504834,116.0603,,,,
13757,68.1341,173.060614,112.7088,,,,
13758,70.01101,177.8279654,140.5868,,,,
13759,67.81576,172.2520304,132.5872,,,,
13760,71.44931,181.4812474,152.6402,,,,
13761,66.86293,169.8318422,132.6471,,,,
13762,66.96378,170.0880012,97.03296,,,,
13763,70.86922,180.0078188,142.2524,,,,
13764,66.07424,167.8285696,124.2275,,,,
13765,63.1202,160.325308,131.0273,,,,
13766,66.13073,167.9720542,123.7088,,,,
13767,68.49757,173.9838278,128.567,,,,
13768,67.64703,171.8234562,126.1548,,,,
13769,64.13542,162.9039668,111.5291,,,,
13770,65.18415,165.567741,111.5203,,,,
13771,65.28989,165.8363206,102.8829,,,,
13772,66.93899,170.0250346,130.9771,,,,
13773,69.76519,177.2035826,131.7523,,,,
13774,70.14971,178.1802634,131.6752,,,,
13775,69.76427,177.2012458,128.3103,,,,
13776,66.79976,169.6713904,111.8919,,,,
13777,64.24878,163.1919012,111.8224,,,,
13778,66.26232,168.3062928,130.8118,,,,
13779,67.36842,171.1157868,140.4376,,,,
13780,69.54224,176.6372896,136.2962,,,,
13781,70.7088,179.600352,135.0448,,,,
13782,68.30583,173.4968082,107.0114,,,,
13783,68.77584,174.6906336,115.0584,,,,
13784,64.57222,164.0134388,110.4544,,,,
13785,70.37127,178.7430258,131.4099,,,,
13786,65.67011,166.8020794,126.3269,,,,
13787,70.20753,178.3271262,146.1756,,,,
13788,64.77025,164.516435,121.1153,,,,
13789,71.3765,181.29631,137.7634,,,,
13790,67.69573,171.9471542,141.5469,,,,
13791,67.51762,171.4947548,124.1185,,,,
13792,67.19765,170.682031,137.8119,,,,
13793,67.1093,170.457622,133.0114,,,,
13794,69.1917,175.746918,123.958,,,,
13795,69.15525,175.654335,119.1435,,,,
13796,69.86536,177.4580144,121.2642,,,,
13797,66.32886,168.4753044,127.9168,,,,
13798,67.86215,172.369861,121.1058,,,,
13799,68.27113,173.4086702,116.4098,,,,
13800,65.76944,167.0543776,126.6246,,,,
13801,67.92933,172.5404982,130.5733,,,,
13802,71.2216,180.902864,123.3636,,,,
13803,66.912,169.95648,119.4482,,,,
13804,67.41402,171.2316108,131.0606,,,,
13805,67.22463,170.7505602,119.8691,,,,
13806,68.55061,174.1185494,134.7133,,,,
13807,70.89052,180.0619208,141.621,,,,
13808,64.97357,165.0328678,100.993,,,,
13809,67.54977,171.5764158,115.0079,,,,
13810,69.25733,175.9136182,147.6032,,,,
13811,68.42616,173.8024464,141.9304,,,,
13812,66.83894,169.7709076,128.7245,,,,
13813,69.12521,175.5780334,123.8116,,,,
13814,65.94202,167.4927308,126.6764,,,,
13815,69.15548,175.6549192,137.3675,,,,
13816,66.63132,169.2435528,130.1165,,,,
13817,69.7449,177.152046,122.1703,,,,
13818,68.182,173.18228,125.3675,,,,
13819,63.34895,160.906333,108.9061,,,,
13820,65.91937,167.4351998,120.2951,,,,
13821,68.34026,173.5842604,117.7427,,,,
13822,69.17937,175.7155998,147.5066,,,,
13823,65.73096,166.9566384,124.0377,,,,
13824,65.25774,165.7546596,137.7447,,,,
13825,66.95904,170.0759616,117.1612,,,,
13826,67.46686,171.3658244,102.788,,,,
13827,64.5303,163.906962,109.287,,,,
13828,68.22274,173.2857596,106.3999,,,,
13829,69.74043,177.1406922,149.3723,,,,
13830,66.82473,169.7348142,115.1647,,,,
13831,66.7667,169.587418,106.6478,,,,
13832,66.60791,169.1840914,104.4031,,,,
13833,66.22167,168.2030418,106.6763,,,,
13834,66.96213,170.0838102,126.4268,,,,
13835,70.45353,178.9519662,144.5438,,,,
13836,71.72731,182.1873674,127.6123,,,,
13837,69.12426,175.5756204,136.6216,,,,
13838,68.64719,174.3638626,125.4496,,,,
13839,65.7677,167.049958,112.6545,,,,
13840,69.92728,177.6152912,137.5083,,,,
13841,66.95014,170.0533556,131.6857,,,,
13842,68.99774,175.2542596,143.0834,,,,
13843,71.31319,181.1355026,127.6948,,,,
13844,65.88245,167.341423,131.4081,,,,
13845,68.39531,173.7240874,117.7972,,,,
13846,69.5689,176.705006,133.7194,,,,
13847,69.82927,177.3663458,127.2561,,,,
13848,67.95272,172.5999088,111.2289,,,,
13849,68.98352,175.2181408,133.427,,,,
13850,65.59897,166.6213838,111.5773,,,,
13851,66.58067,169.1149018,146.9392,,,,
13852,67.7046,171.969684,133.8558,,,,
13853,69.99147,177.7783338,144.8165,,,,
13854,69.95446,177.6843284,121.3657,,,,
13855,69.13713,175.6083102,129.0169,,,,
13856,67.36034,171.0952636,123.4454,,,,
13857,64.50897,163.8527838,104.6736,,,,
13858,64.64068,164.1873272,112.5689,,,,
13859,69.21305,175.801147,134.9969,,,,
13860,70.40988,178.8410952,141.6769,,,,
13861,68.39682,173.7279228,130.6472,,,,
13862,69.95437,177.6840998,150.2712,,,,
13863,67.70414,171.9685156,129.5662,,,,
13864,70.21315,178.341401,143.1277,,,,
13865,71.55881,181.7593774,140.8115,,,,
13866,65.74844,167.0010376,118.1262,,,,
13867,65.92318,167.4448772,115.5208,,,,
13868,68.39851,173.7322154,139.0805,,,,
13869,67.13347,170.5190138,117.7219,,,,
13870,69.06374,175.4218996,113.4222,,,,
13871,69.31382,176.0571028,107.9401,,,,
13872,68.40244,173.7421976,130.7315,,,,
13873,66.16601,168.0616654,109.7068,,,,
13874,68.7271,174.566834,134.0751,,,,
13875,67.8651,172.377354,100.6523,,,,
13876,65.13709,165.4482086,103.7386,,,,
13877,68.3908,173.712632,128.9968,,,,
13878,69.0989,175.511206,140.9024,,,,
13879,70.78829,179.8022566,116.0327,,,,
13880,66.82614,169.7383956,103.8567,,,,
13881,68.51919,174.0387426,135.0276,,,,
13882,63.42416,161.0973664,115.1669,,,,
13883,68.67133,174.4251782,138.4376,,,,
13884,68.69668,174.4895672,141.5566,,,,
13885,68.74929,174.6231966,132.1818,,,,
13886,67.80121,172.2150734,149.1847,,,,
13887,66.66077,169.3183558,133.2206,,,,
13888,65.65457,166.7626078,125.0592,,,,
13889,67.32239,170.9988706,123.0962,,,,
13890,65.64744,166.7444976,135.0891,,,,
13891,66.16885,168.068879,115.675,,,,
13892,68.84435,174.864649,129.7317,,,,
13893,70.3845,178.77663,132.3889,,,,
13894,64.15154,162.9449116,121.0638,,,,
13895,65.93081,167.4642574,121.1675,,,,
13896,66.42939,168.7306506,124.7448,,,,
13897,67.0965,170.42511,128.85,,,,
13898,67.67338,171.8903852,118.6532,,,,
13899,67.32413,171.0032902,135.3278,,,,
13900,70.519,179.11826,129.3913,,,,
13901,66.28763,168.3705802,124.8871,,,,
13902,66.89899,169.9234346,131.4067,,,,
13903,68.60623,174.2598242,129.9693,,,,
13904,65.64473,166.7376142,111.3161,,,,
13905,67.57584,171.6426336,116.4266,,,,
13906,67.27226,170.8715404,117.229,,,,
13907,68.58803,174.2135962,143.4394,,,,
13908,69.20003,175.7680762,131.5186,,,,
13909,69.54645,176.647983,115.0614,,,,
13910,66.96253,170.0848262,110.8142,,,,
13911,64.22288,163.1261152,124.7478,,,,
13912,65.11698,165.3971292,129.2592,,,,
13913,67.36456,171.1059824,123.3457,,,,
13914,67.49718,171.4428372,124.9092,,,,
13915,68.31028,173.5081112,142.7313,,,,
13916,70.80122,179.8350988,127.9696,,,,
13917,66.93479,170.0143666,133.0576,,,,
13918,67.75842,172.1063868,131.14,,,,
13919,63.81449,162.0888046,119.4379,,,,
13920,68.51883,174.0378282,132.3252,,,,
13921,70.23493,178.3967222,125.7225,,,,
13922,68.61403,174.2796362,133.7697,,,,
13923,68.03872,172.8183488,136.8378,,,,
13924,69.29088,175.9988352,122.7787,,,,
13925,71.26954,181.0246316,135.0683,,,,
13926,64.91601,164.8866654,110.2655,,,,
13927,67.18613,170.6527702,124.0557,,,,
13928,70.79073,179.8084542,125.8297,,,,
13929,69.88144,177.4988576,129.0521,,,,
13930,66.10857,167.9157678,122.8552,,,,
13931,70.34043,178.6646922,129.3487,,,,
13932,70.71954,179.6276316,128.7553,,,,
13933,68.49864,173.9865456,113.5357,,,,
13934,64.68471,164.2991634,118.1635,,,,
13935,67.81336,172.2459344,125.1218,,,,
13936,67.32677,171.0099958,116.7349,,,,
13937,70.80715,179.850161,139.2165,,,,
13938,68.27181,173.4103974,133.8987,,,,
13939,67.79985,172.211619,144.0007,,,,
13940,70.24363,178.4188202,127.7861,,,,
13941,69.0627,175.419258,108.916,,,,
13942,68.64606,174.3609924,109.8435,,,,
13943,68.43749,173.8312246,122.3513,,,,
13944,66.564,169.07256,118.0219,,,,
13945,68.73434,174.5852236,132.5926,,,,
13946,70.34988,178.6886952,131.2347,,,,
13947,68.32147,173.5365338,132.9566,,,,
13948,68.85217,174.8845118,150.0004,,,,
13949,70.0906,178.030124,138.4704,,,,
13950,71.53276,181.6932104,125.8273,,,,
13951,68.42484,173.7990936,131.4501,,,,
13952,68.58043,174.1942922,122.8021,,,,
13953,68.58863,174.2151202,121.4833,,,,
13954,66.78852,169.6428408,125.8598,,,,
13955,71.05294,180.4744676,140.8371,,,,
13956,67.87961,172.4142094,119.2717,,,,
13957,68.17244,173.1579976,135.1764,,,,
13958,70.42742,178.8856468,141.1003,,,,
13959,67.19885,170.685079,119.4295,,,,
13960,68.59893,174.2412822,123.1239,,,,
13961,68.32595,173.547913,117.3794,,,,
13962,65.62714,166.6929356,121.2559,,,,
13963,70.04301,177.9092454,154.9343,,,,
13964,68.38119,173.6882226,122.0905,,,,
13965,67.52926,171.5243204,126.9393,,,,
13966,68.10619,172.9897226,124.0167,,,,
13967,65.46141,166.2719814,108.8987,,,,
13968,67.06246,170.3386484,128.834,,,,
13969,65.34267,165.9703818,129.1537,,,,
13970,70.5704,179.248816,130.5011,,,,
13971,72.34839,183.7649106,157.8066,,,,
13972,60.27836,153.1070344,110.1138,,,,
13973,67.61855,171.751117,103.0198,,,,
13974,71.49569,181.5990526,144.1566,,,,
13975,68.74794,174.6197676,124.4705,,,,
13976,69.91849,177.5929646,135.1641,,,,
13977,65.19504,165.5954016,112.8648,,,,
13978,68.38232,173.6910928,126.0162,,,,
13979,67.25518,170.8281572,122.1221,,,,
13980,68.93483,175.0944682,127.7623,,,,
13981,68.44699,173.8553546,123.1308,,,,
13982,66.32658,168.4695132,132.9695,,,,
13983,69.33376,176.1077504,117.9713,,,,
13984,67.53281,171.5333374,125.2872,,,,
13985,70.46549,178.9823446,125.7753,,,,
13986,66.48216,168.8646864,114.7755,,,,
13987,65.5645,166.53383,124.9968,,,,
13988,68.55191,174.1218514,136.3553,,,,
13989,69.95594,177.6880876,139.5419,,,,
13990,69.92062,177.5983748,140.3966,,,,
13991,67.83218,172.2937372,133.3225,,,,
13992,67.42913,171.2699902,130.3175,,,,
13993,66.70177,169.4224958,124.9376,,,,
13994,70.21284,178.3406136,122.9461,,,,
13995,67.96958,172.6427332,126.7309,,,,
13996,67.92194,172.5217276,120.0718,,,,
13997,68.80637,174.7681798,134.3642,,,,
13998,69.10289,175.5213406,139.7602,,,,
13999,70.25784,178.4549136,123.1635,,,,
14000,66.35824,168.5499296,122.6852,,,,
14001,66.29874,168.3987996,118.2763,,,,
14002,69.23979,175.8690666,134.1059,,,,
14003,69.96459,177.7100586,123.4101,,,,
14004,70.33325,178.646455,130.2675,,,,
14005,67.8791,172.412914,123.0713,,,,
14006,69.80115,177.294921,140.0347,,,,
14007,71.85087,182.5012098,149.4641,,,,
14008,68.86095,174.906813,135.3824,,,,
14009,68.26626,173.3963004,139.32,,,,
14010,68.22977,173.3036158,132.8191,,,,
14011,68.87266,174.9365564,134.2836,,,,
14012,68.69331,174.4810074,119.1176,,,,
14013,69.50191,176.5348514,124.9842,,,,
14014,67.13278,170.5172612,126.6367,,,,
14015,68.07784,172.9177136,112.9545,,,,
14016,65.60161,166.6280894,132.3679,,,,
14017,66.25651,168.2915354,108.6773,,,,
14018,65.57211,166.5531594,117.4159,,,,
14019,69.01055,175.286797,100.181,,,,
14020,64.2501,163.195254,107.6959,,,,
14021,70.00883,177.8224282,129.8113,,,,
14022,67.42102,171.2493908,147.3407,,,,
14023,65.37725,166.058215,142.2231,,,,
14024,66.4546,168.794684,122.3176,,,,
14025,66.25961,168.2994094,135.4493,,,,
14026,64.69471,164.3245634,112.4972,,,,
14027,70.89926,180.0841204,149.3595,,,,
14028,67.05572,170.3215288,126.9729,,,,
14029,66.16531,168.0598874,132.4495,,,,
